"","FIPS","corr","pval"
"1","F13001",-0.536152641557898,0.00108179466461921
"2","F13005",-0.201104171780717,0.286593934471453
"3","F13015",-0.522300871093724,0.00153189817645692
"4","F13019",-0.610390579349985,0.000207497183908449
"5","F13023",-0.405058628148568,0.0263863974069658
"6","F13027",-0.329912977301931,0.0461379859351505
"7","F13031",-0.573934398565169,0.000312384634341097
"8","F13033",-0.491244046725009,0.00201892419673732
"9","F13055",-0.565500419605966,0.00049183333715498
"10","F13069",-0.515116743873264,0.00130532175159851
"11","F13087",-0.353383223867102,0.051159249876462
"12","F13091",-0.632425581071138,7.86205247861664e-05
"13","F13093",-0.49182762035442,0.0031341751209558
"14","F13099",-0.373553229771197,0.0352062060910269
"15","F13103",-0.54668381864299,0.000995568757661417
"16","F13107",-0.586985377804219,0.00041330393189314
"17","F13109",-0.511488849667514,0.00277105912902026
"18","F13129",-0.320821696905979,0.0784575644248248
"19","F13131",-0.44094618451926,0.00710681349912498
"20","F13153",-0.513107648344244,0.00315896692592317
"21","F13163",-0.349309196116849,0.0428768350692126
"22","F13165",-0.437097627627738,0.0109744070982809
"23","F13167",-0.491178101323067,0.00318013787228738
"24","F13175",-0.430410990848351,0.0110564026092347
"25","F13185",-0.378400108529914,0.039217686705061
"26","F13193",-0.4732760064991,0.00408570052410147
"27","F13197",-0.679600131382083,7.13659054871437e-06
"28","F13209",-0.31252798053865,0.086942373893783
"29","F13225",-0.400149992954704,0.0257135891061009
"30","F13229",-0.416829870802755,0.0141913112278001
"31","F13243",-0.485932381636396,0.00308214805552964
"32","F13251",-0.607791576952532,0.000137556169286032
"33","F13253",-0.141677930267683,0.447099055372865
"34","F13261",-0.401815887202676,0.0277341645159716
"35","F13267",-0.573848666512874,0.000253070178907993
"36","F13269",-0.634185334072836,7.40337315560603e-05
"37","F13273",-0.631879351110471,3.57492634179895e-05
"38","F13275",-0.33713233067569,0.0591745610378
"39","F13279",-0.499437105772404,0.00225453756733775
"40","F13295",-0.519762520323583,0.00193469176679453
"41","F13299",-0.47304056784774,0.00543273104387643
"42","F37001",-0.561859147489099,0.000296161488716311
"43","F37003",-0.566587256129017,0.000477006618950012
"44","F37007",-0.398159096113013,0.0178420746432368
"45","F37013",-0.0360144018713793,0.83240613686667
"46","F37015",-0.432053215431871,0.00757684901971907
"47","F37017",-0.281765142554061,0.0911218298149616
"48","F37019",-0.211159410070779,0.262666334213085
"49","F37023",-0.389569974579507,0.0250269713584482
"50","F37025",-0.466181529676494,0.00416099921413462
"51","F37029",0.0541836619649433,0.750099478307864
"52","F37031",-0.126720788279535,0.496945338867493
"53","F37033",-0.50382050814103,0.0020313677898563
"54","F37035",-0.564674238975646,0.000271863364532517
"55","F37037",-0.408435759456468,0.0148556221045073
"56","F37041",-0.00749329894014183,0.967533048844393
"57","F37045",-0.603173387968773,7.7698723438613e-05
"58","F37047",-0.444463048914179,0.00585090075506242
"59","F37049",-0.310496349859359,0.0614313784461704
"60","F37051",-0.338570070026222,0.0403904118928241
"61","F37053",0.136882194437577,0.425993734833922
"62","F37057",-0.564639334358897,0.000272153362257747
"63","F37059",-0.44768299955808,0.00546285885968958
"64","F37061",-0.315275862955201,0.0573386567070005
"65","F37065",-0.341668685916993,0.0384800916399425
"66","F37067",-0.564162483561161,0.000510646045001576
"67","F37069",-0.613469791482902,5.40516753905539e-05
"68","F37071",-0.300178073700956,0.0797667132636505
