"","FIPS","corr","pval"
"1","F13003",-0.231552137885033,0.19477510815077
"2","F13007",0.0466854583181855,0.78379312470787
"3","F13017",0.0719390722081061,0.690748054318896
"4","F13019",-0.148608033443305,0.380046732018328
"5","F13023",-0.206783006042255,0.272915011692503
"6","F13027",-0.217653988916466,0.195639267390602
"7","F13031",0.192558950636728,0.275248748136907
"8","F13033",0.242694839980844,0.147805422153643
"9","F13037",0.0964891880152063,0.569964015871688
"10","F13061",0.300156078769933,0.0752979101057831
"11","F13069",0.0358703148485136,0.833067186450349
"12","F13071",0.0754300894085,0.661943089696492
"13","F13075",0.082499827905493,0.627370055284614
"14","F13081",0.103356040589216,0.554626394579124
"15","F13087",0.115677566313333,0.495376305488583
"16","F13091",-0.159583311469115,0.382971882844081
"17","F13093",0.178679930813397,0.311983068694228
"18","F13095",0.338925101472428,0.0621615551354655
"19","F13099",0.182352095856654,0.294430024892553
"20","F13107",0.15023512430719,0.396395853161197
"21","F13109",0.0667342954236564,0.726054819370383
"22","F13131",0.100257582485858,0.56661904076217
"23","F13155",0.130797333902778,0.440336231746824
"24","F13161",0.0562434598208474,0.755890123832664
"25","F13163",0.00398558418779832,0.982152385733443
"26","F13165",0.0488585782161177,0.783777505242823
"27","F13175",-0.0564054424216149,0.755208447832778
"28","F13193",0.0730950893759478,0.701081752244093
"29","F13197",0.217088431965286,0.240763303594788
"30","F13201",0.031678178487915,0.852347713841974
"31","F13205",0.0741042660508096,0.677037154708547
"32","F13235",-0.0502529784619922,0.77775896010302
"33","F13243",0.144301649516323,0.415520138985187
"34","F13251",0.00286098149056126,0.986591879668297
"35","F13253",-0.0362114540356925,0.833925600851912
"36","F13259",0.268914432587933,0.150733873019458
"37","F13261",-0.0634306969392577,0.717353916138899
"38","F13267",0.0199776290010656,0.916548230414927
"39","F13273",0.227268491806672,0.196143859802936
"40","F13275",0.0192295669781638,0.916803942201595
"41","F13277",0.0899283008535293,0.5965889180809
"42","F13279",0.163961770538079,0.386612693424873
"43","F13287",0.226440643764004,0.177757711076576
"44","F13303",0.110973827185068,0.545405564656732
"45","F13315",-0.0836330297521882,0.632900117577353
"46","F13321",0.176142176435762,0.297023216800469
"47","F37015",-0.287319295887075,0.0846577090583239
"48","F37017",0.0719081753638788,0.690874345460189
"49","F37041",-0.123118925479031,0.467858427622286
"50","F37047",0.0615751056503334,0.733550522155964
"51","F37065",-0.19019162964954,0.266544353134185
"52","F37073",-0.18267254065053,0.279184255398101
"53","F37083",-0.00131846903418612,0.993910907857231
"54","F37091",-0.0668915204142671,0.694052868849047
"55","F37117",-0.204437995720199,0.224848766260072
"56","F37131",0.0804364082150414,0.636034469709445
"57","F37143",-0.309377750642462,0.0848821797896565
"58","F37147",-0.2942355845028,0.0911958150144247
"59","F37155",-0.229205255627275,0.206993965537324
"60","F37163",-0.136069221209577,0.47339956199091
"61","F37187",-0.00900906216576106,0.961636619691331
"62","F45005",0.0668515359642656,0.72085383395549
"63","F45011",0.0205546355322866,0.909605359550856
"64","F45049",0.031584935967101,0.859252700171084
