"","FIPS","corr","pval"
"1","F13001",0.183452967640279,0.291474749393032
"2","F13003",0.14909160876813,0.392663656545917
"3","F13005",0.294773033890478,0.107445504318196
"4","F13007",-0.210081191684222,0.21203202243866
"5","F13015",0.51253560434403,0.00229153429486804
"6","F13017",0.26165726969468,0.148006281714189
"7","F13019",0.111408733307805,0.537074015141477
"8","F13023",0.173589080384056,0.342041279740368
"9","F13025",0.321378658158013,0.0728798096663904
"10","F13027",-0.207646386731533,0.246237768228741
"11","F13031",0.403744857439698,0.021929230401427
"12","F13033",-0.079390304388617,0.640445476312364
"13","F13037",0.167197679808954,0.322613150598408
"14","F13055",0.370173550790418,0.0286069602911667
"15","F13069",0.331403339998133,0.0451041362679131
"16","F13071",-0.0517595922611135,0.767771619405058
"17","F13075",-0.055263487132395,0.748874631600063
"18","F13081",0.0274191301352103,0.883592239460655
"19","F13087",0.0747919098454184,0.664635343804609
"20","F13091",0.124089088878278,0.484425139322662
"21","F13093",0.000674948353022934,0.997124816714745
"22","F13099",0.151820713541294,0.398993516441495
"23","F13103",0.352819923652826,0.0476294597070286
"24","F13107",0.317523310027326,0.0591514083476705
"25","F13109",0.442299655943005,0.0112532123306872
"26","F13115",0.383662415439703,0.0250949431720685
"27","F13129",0.416525218992475,0.0128109706332029
"28","F13131",0.374677800039087,0.0243570970112769
"29","F13147",0.403286626091639,0.0220941967630204
"30","F13153",0.342665498061725,0.0637854650082672
"31","F13155",0.242031034520185,0.154973601139732
"32","F13161",0.261531534723404,0.135154506406315
"33","F13163",-0.0380933412225537,0.825424399194777
"34","F13165",0.0580695751881109,0.740382080668569
"35","F13167",0.0855506208183254,0.635948634048483
"36","F13173",0.0524176893554185,0.77570713346033
"37","F13175",0.175160149371069,0.337622188678622
"38","F13185",-0.0379537013944494,0.836610733781733
"39","F13193",0.355392610032483,0.0334123981503904
"40","F13197",0.485034227251086,0.00271570406805713
"41","F13201",-0.111483003893996,0.517428686302983
"42","F13205",0.230513000065719,0.18278470065668
"43","F13229",0.165902972115992,0.348394071675003
"44","F13233",0.665144798354569,4.45998853743389e-05
"45","F13235",0.202284523055075,0.283715373374462
"46","F13243",0.379540004913558,0.029370965830692
"47","F13251",0.172304769744142,0.307838285232863
"48","F13253",-0.112772720132831,0.506338096683758
"49","F13261",0.215754585266448,0.227859355822367
"50","F13267",0.0482291498139023,0.783220032595865
"51","F13273",0.304482343473802,0.0753349163227766
"52","F13275",0.256657040063432,0.142852619028873
"53","F13277",0.317183986142525,0.072083344017406
"54","F13279",0.0726690158085103,0.682964640169065
"55","F13287",0.0708709042409386,0.685800778686378
"56","F13299",0.116504584982594,0.498616869889795
"57","F13303",0.152088166151538,0.398153561403408
"58","F13305",0.218326915054044,0.229962994856686
"59","F13311",0.146210618284309,0.424585967936978
"60","F13315",0.0536562618348128,0.766802071599305
"61","F13321",0.226777524411236,0.177096127024244
"62","F37001",0.330738052588499,0.0488112442232566
"63","F37003",0.467778177916586,0.0052760947885259
"64","F37007",0.296499803914949,0.0790983972113039
"65","F37013",0.0413825178106795,0.807862527396821
"66","F37015",0.21781501014812,0.195300643535621
"67","F37017",0.328811409286082,0.046914328414046
"68","F37019",-0.0678681544015843,0.689806708752062
"69","F37023",0.43065554800846,0.00779613017164282
"70","F37025",0.287045414737641,0.0849679079193674
"71","F37027",0.214389355494896,0.238685052735989
"72","F37029",0.0560619267026221,0.741727645948703
"73","F37031",-0.398202025504649,0.026510391507746
"74","F37033",0.442853737565926,0.00771820274049865
"75","F37035",0.554913329189711,0.000364628874402325
"76","F37037",0.232278956118336,0.179361404722342
"77","F37039",0.234310081821722,0.175480579450871
"78","F37041",0.175200384350273,0.31409329667837
"79","F37045",0.387366033029324,0.0215025339788515
"80","F37047",0.150304813876303,0.38158066534258
"81","F37049",0.11659884842479,0.491925239332395
"82","F37051",0.462066997863799,0.00519909568665285
"83","F37053",0.0189714263314384,0.911261256839549
"84","F37057",0.29896837006931,0.072256370796708
"85","F37059",0.35444298680862,0.0313642885789163
"86","F37061",0.275235293338378,0.0991993968739493
"87","F37065",0.357428553082271,0.0298673728738761
"88","F37067",0.495378793548327,0.00537813757794319
"89","F37069",0.380178490957031,0.0242702079738217
"90","F37073",0.177556544532847,0.293099134727937
"91","F37077",0.402418568658387,0.014967552175062
"92","F37079",0.253272803950161,0.136111405511852
"93","F37081",0.401967278250895,0.0136567465394252
"94","F37083",0.295475766279401,0.0758149206723601
"95","F37089",-0.20909910246422,0.228009610200498
"96","F37091",0.231998523131915,0.173347487389222
"97","F37093",0.430890345142097,0.0109574410833736
"98","F37095",-0.373621556637802,0.0247939405222958
"99","F37097",0.420737068137846,0.0106136966006507
"100","F37101",0.3876086317647,0.0195060101553429
"101","F37103",0.27010407530143,0.122363450409913
"102","F37105",0.301005588439153,0.094115026346232
"103","F37107",0.213750989899667,0.203973393874518
"104","F37109",0.390523556336335,0.0203723590594129
"105","F37117",0.304127301606422,0.067240849020595
"106","F37125",0.266838204922097,0.127125673954049
"107","F37131",0.294617907440629,0.0767095515172533
"108","F37133",0.103479968375875,0.542206484232546
"109","F37135",0.46617985018024,0.00363615447422038
"110","F37137",-0.274217505971386,0.100506143848835
"111","F37139",0.158722821667556,0.369937883243205
"112","F37143",0.0834311640493239,0.628552438124814
"113","F37145",0.537888004500792,0.000715846239572904
"114","F37147",0.261506837516691,0.117950564072728
"115","F37151",0.243326504628896,0.146721057515535
"116","F37155",0.333835703750508,0.046610656214032
"117","F37157",0.414032597316226,0.0108499906963469
"118","F37159",0.44288366666065,0.00604976289108035
"119","F37163",0.33990605613053,0.0425296251162179
"120","F37165",0.483423830729006,0.00326198782486835
"121","F37167",0.344072854816616,0.0370490501628054
"122","F37169",0.288881194249817,0.0923606175067996
"123","F37171",0.414553408303135,0.010740801320377
"124","F37175",-0.161595093264824,0.385132618948161
"125","F37177",-0.156538182831965,0.361915955946596
"126","F37179",0.424247791751643,0.00887239734520277
"127","F37183",0.390422846956564,0.0271601257920648
"128","F37185",0.465431277228501,0.00954667047976903
"129","F37187",0.0501446729638323,0.771485311690788
"130","F37191",0.359752363827978,0.0287433322849159
"131","F37193",0.394343920278679,0.0231533851902839
"132","F37195",0.27532209108323,0.09908855928805
"133","F37197",0.469280686458288,0.00338884256558913
"134","F45003",0.370343379367244,0.0261911834427649
"135","F45005",0.509008477932395,0.00129437116027795
"136","F45007",0.668994463957526,1.11568875056286e-05
"137","F45009",0.113292250665387,0.504368669079554
"138","F45011",0.373176077981153,0.0272434196476916
"139","F45015",0.235634263900888,0.172982886074192
"140","F45017",0.32055837005221,0.0645499812972358
