"","FIPS","corr","pval"
"1","F13003",0.123960246705014,0.491894799050322
"2","F13007",-0.169031660227623,0.317257349168756
"3","F13017",-0.15690490194614,0.383200362861105
"4","F13019",0.00210861518352117,0.990117675488736
"5","F13023",0.0514813456700969,0.787027593574338
"6","F13027",0.00197752491109052,0.990732021363336
"7","F13031",-0.348371613787243,0.0434764243009103
"8","F13033",-0.415133713676932,0.0106202402493064
"9","F13037",-0.200746181994169,0.233514323951329
"10","F13061",-0.368446929499652,0.0270287406321004
"11","F13069",-0.225790427019361,0.179039613207876
"12","F13071",-0.263074023638663,0.121096548655141
"13","F13075",-0.0977517246193589,0.564903395202605
"14","F13081",-0.331165933811641,0.0519822155520298
"15","F13087",-0.296182785520889,0.0750837324259211
"16","F13091",0.0221419522497665,0.90425738512311
"17","F13093",-0.326577302418115,0.0594184271805329
"18","F13095",-0.286983180235646,0.117506717982293
"19","F13099",-0.326475897119911,0.0556033441442368
"20","F13107",-0.37059867382961,0.0309585609947179
"21","F13109",-0.115974770048987,0.541667384527877
"22","F13131",-0.338237948716181,0.046880184732565
"23","F13155",-0.267466960339693,0.109507767880566
"24","F13161",-0.206127876612524,0.249786401028978
"25","F13163",-0.241037556224702,0.169673475371492
"26","F13165",-0.252200737448655,0.150166282081972
"27","F13175",-0.0652371499780426,0.71832864316748
"28","F13193",-0.136202928327139,0.472960848753074
"29","F13197",-0.412295091228889,0.0211764022769796
"30","F13201",-0.238593427806808,0.154989036703459
"31","F13205",-0.314668790088936,0.069902132947091
"32","F13235",-0.159308753109924,0.368150871733897
"33","F13243",-0.185038141059604,0.29478958531747
"34","F13251",-0.244847682361193,0.14413358483373
"35","F13253",-0.142760778577257,0.406198618941014
"36","F13259",-0.172372414268749,0.362374791363939
"37","F13261",-0.166024856570333,0.34049772735582
"38","F13267",-0.066871500097042,0.725513118473638
"39","F13273",-0.339075335453663,0.0497936987204276
"40","F13275",-0.246845131588811,0.173198933508918
"41","F13277",-0.168361277623754,0.319208574856085
"42","F13279",-0.266603871917193,0.15440958220652
"43","F13287",-0.347024861901543,0.0353514933972273
"44","F13303",-0.263066077935228,0.145756621352665
"45","F13315",-0.179940960529693,0.30096935904044
"46","F13321",-0.320207615385078,0.0533459355056971
"47","F37015",-0.140849428069092,0.405688643246933
"48","F37017",-0.256693443543098,0.149295410171541
"49","F37041",-0.12518838881154,0.460352347822082
"50","F37047",-0.156410524353611,0.384719876286461
"51","F37065",-0.284337246392919,0.0928199153953819
"52","F37073",-0.226569016177096,0.177505399340641
"53","F37083",-0.318327510515704,0.0584762351552045
"54","F37091",-0.283583402923203,0.0889652121333478
"55","F37117",-0.219468867904763,0.191846390943725
"56","F37131",-0.292676015342857,0.0787650751974242
"57","F37143",0.175347373205792,0.337097899036493
"58","F37147",-0.047857783713591,0.788104787105063
"59","F37155",0.0473076119114234,0.797094710170317
"60","F37163",-0.130842861556902,0.490712581516343
"61","F37187",0.0195544904859719,0.916843629556413
"62","F45005",-0.183219010195912,0.323846751769375
"63","F45011",-0.217294028544576,0.22447789101185
"64","F45049",-0.26433339907511,0.130870147279398
