"","FIPS","corr","pval"
"1","F37085",0.0160909819714295,0.929179592306796
"2","F37101",0.0781560200687889,0.660407158200667
"3","F37127",-0.0964703382229158,0.59330003674112
"4","F37163",0.198500058164308,0.2604219071595
"5","F37191",0.152727535903581,0.420403577382145
"6","F37195",0.301493976334542,0.0783909048182814
