"","County","Year","maytempDays90","maytempDays95","maytempDays99","juntempDays90","juntempDays95","juntempDays99","jultempDays90","jultempDays95","jultempDays99","augtempDays90","augtempDays95","augtempDays99","septempDays90","septempDays95","septempDays99","octtempDays90","octtempDays95","octtempDays99","meantemp","Average.x","sd.x","Anomaly.x","maypptDays90","maypptDays95","maypptDays99","junpptDays90","junpptDays95","junpptDays99","julpptDays90","julpptDays95","julpptDays99","augpptDays90","augpptDays95","augpptDays99","seppptDays90","seppptDays95","seppptDays99","octpptDays90","octpptDays95","octpptDays99","sumppt","Average.y","sd.y","Anomaly.y"
"1896","F13105","1989",2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,27.763996022551,28.6438745509484,0.906884763899012,-0.970220874165414,2,2,0,4,1,0,4,3,1,1,0,0,3,1,0,2,2,0,863.206070684,561.159431533784,155.049761886565,1.94806257987804
"1897","F13105","1990",1,0,0,3,2,1,9,9,1,3,1,0,6,2,2,2,2,0,29.3857739684374,28.6438745509484,0.906884763899012,0.818074629790237,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,2,2,0,533.463928187,561.159431533784,155.049761886565,-0.178623320731354
"1898","F13105","1991",3,2,0,0,0,0,0,0,0,0,0,0,5,3,1,4,1,0,28.4265409577522,28.6438745509484,0.906884763899012,-0.2396485218935,3,1,0,3,1,0,2,2,0,2,0,0,1,0,0,0,0,0,549.60553563,561.159431533784,155.049761886565,-0.0745173405183092
"1899","F13105","1992",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.022625577746,28.6438745509484,0.906884763899012,-1.78771221850951,1,0,0,3,0,0,0,0,0,2,2,0,1,0,0,2,0,0,666.916428153,561.159431533784,155.049761886565,0.682084224654203
"1900","F13105","1993",0,0,0,4,0,0,23,13,1,2,1,0,4,3,2,4,0,0,29.9017743557136,28.6438745509484,0.906884763899012,1.38705583646276,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,372.493571591,561.159431533784,155.049761886565,-1.2168084468315
"1901","F13105","1994",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2680031051917,28.6438745509484,0.906884763899012,-1.51714032534993,0,0,0,4,4,3,1,1,0,3,1,1,1,0,0,2,1,0,953.524643254,561.159431533784,155.049761886565,2.53057603537162
"1902","F13105","1995",4,2,0,1,0,0,5,2,0,7,4,0,0,0,0,0,0,0,28.6739816479616,28.6438745509484,0.906884763899012,0.0331983711842699,0,0,0,1,1,0,1,0,0,5,2,1,0,0,0,2,1,0,687.225000363,561.159431533784,155.049761886565,0.813065220451268
"1903","F13105","1996",8,5,2,3,1,0,2,0,0,0,0,0,1,0,0,1,0,0,28.1669863228287,28.6438745509484,0.906884763899012,-0.525853170219056,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,463.043036103,561.159431533784,155.049761886565,-0.632805843988116
"1904","F13105","1997",0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,4,1,0,27.1083811169826,28.6438745509484,0.906884763899012,-1.69315164957029,1,1,0,2,1,0,2,2,0,0,0,0,1,1,1,2,0,0,598.294464612,561.159431533784,155.049761886565,0.23950396715465
"1905","F13105","1998",6,2,0,6,4,0,1,1,0,4,1,0,5,2,0,2,1,0,29.8025410395602,28.6438745509484,0.906884763899012,1.27763364733386,3,2,1,3,1,0,1,1,0,1,0,0,1,1,0,0,0,0,471.841785724,561.159431533784,155.049761886565,-0.576057936000761
"1906","F13105","1999",0,0,0,0,0,0,3,1,1,12,9,2,5,3,1,0,0,0,28.277607331735,28.6438745509484,0.906884763899012,-0.403874046398834,0,0,0,3,1,0,1,1,1,1,1,0,0,0,0,0,0,0,513.832678055,561.159431533784,155.049761886565,-0.305235899126427
"1907","F13105","2000",7,3,0,4,0,0,4,1,0,1,1,0,0,0,0,2,0,0,28.9149047091881,28.6438745509484,0.906884763899012,0.298858431664996,0,0,0,0,0,0,2,1,1,3,1,0,1,1,0,0,0,0,451.881070735,561.159431533784,155.049761886565,-0.704795411931897
"1908","F13105","2001",3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5582521352339,28.6438745509484,0.906884763899012,-1.19708970635589,1,0,0,3,2,0,3,2,0,0,0,0,1,0,0,0,0,0,494.406250367,561.159431533784,155.049761886565,-0.430527466502148
"1909","F13105","2002",0,0,0,0,0,0,1,0,0,7,3,0,3,3,2,7,3,0,28.3865485306112,28.6438745509484,0.906884763899012,-0.283747208665002,2,0,0,1,1,0,1,0,0,0,0,0,2,1,0,0,0,0,595.175892652,561.159431533784,155.049761886565,0.219390605340644
"1910","F13105","2003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.4118615065858,28.6438745509484,0.906884763899012,-1.35851112887348,4,3,0,2,1,0,3,2,1,0,0,0,1,0,0,1,1,0,813.802499672,561.159431533784,155.049761886565,1.62943215819352
"1911","F13105","2004",12,7,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28.4772457327717,28.6438745509484,0.906884763899012,-0.183737586967801,0,0,0,2,2,1,2,1,0,1,1,0,5,4,2,0,0,0,814.914286551,561.159431533784,155.049761886565,1.63660267471333
"1912","F13105","2005",0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,6,1,0,28.0424077077682,28.6438745509484,0.906884763899012,-0.663223010379225,2,0,0,1,1,1,3,1,0,2,0,0,0,0,0,2,1,0,611.979285893,561.159431533784,155.049761886565,0.327764801060425
"1913","F13105","2006",7,5,1,5,4,1,2,0,0,7,4,0,0,0,0,2,1,0,28.3594816564958,28.6438745509484,0.906884763899012,-0.313593199239364,0,0,0,1,1,0,1,0,0,2,1,0,1,0,0,1,1,0,517.02625022,561.159431533784,155.049761886565,-0.284638820316745
"1914","F13105","2007",3,0,0,2,0,0,0,0,0,18,13,5,7,3,0,5,4,1,29.645690028064,28.6438745509484,0.906884763899012,1.10467781243617,0,0,0,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,404.145357889,561.159431533784,155.049761886565,-1.01266891180172
"1915","F13105","2008",0,0,0,8,3,2,1,1,0,4,2,0,1,0,0,1,0,0,28.5240548332656,28.6438745509484,0.906884763899012,-0.132122318570709,1,1,0,0,0,0,2,2,0,2,2,1,2,0,0,1,1,1,493.999285644,561.159431533784,155.049761886565,-0.433152202703276
"1916","F13105","2009",0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,1,0,0,27.6927865009685,28.6438745509484,0.906884763899012,-1.04874189956698,1,0,0,2,2,0,1,0,0,0,0,0,3,3,0,3,1,1,791.913034956,561.159431533784,155.049761886565,1.48825512928577
"1917","F13105","2010",3,1,0,5,2,0,8,2,0,1,0,0,13,8,0,1,0,0,30.0155319445622,28.6438745509484,0.906884763899012,1.51249359148631,1,1,1,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,554.530892902,561.159431533784,155.049761886565,-0.0427510403829793
"1918","F13105","2011",11,9,4,8,2,0,7,1,0,9,5,1,5,4,2,2,1,0,30.0148684921102,28.6438745509484,0.906884763899012,1.51176201843709,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,400.556250086,561.159431533784,155.049761886565,-1.03581701444522
"1919","F13105","2012",5,3,2,2,2,1,4,3,2,1,0,0,1,0,0,0,0,0,28.7356715718782,28.6438745509484,0.906884763899012,0.101222365380967,0,0,0,1,1,0,2,0,0,1,1,1,1,0,0,1,0,0,557.241429224,561.159431533784,155.049761886565,-0.0252693216817077
"1920","F13105","2013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,27.2607678607199,28.6438745509484,0.906884763899012,-1.52511845527322,1,1,1,3,1,0,4,3,1,1,1,0,0,0,0,0,0,0,777.87196429,561.159431533784,155.049761886565,1.39769664989724
"1921","F13105","2014",6,2,0,2,0,0,0,0,0,4,0,0,5,3,1,7,5,0,28.8299356472233,28.6438745509484,0.906884763899012,0.205165092282523,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,474.993750305,561.159431533784,155.049761886565,-0.555729207064654
"1922","F13105","2015",5,1,0,12,9,2,1,0,0,4,2,0,2,1,0,1,0,0,29.289896440617,28.6438745509484,0.906884763899012,0.712352787680785,1,0,0,0,0,0,2,0,0,4,3,1,1,1,0,1,1,1,699.826893334,561.159431533784,155.049761886565,0.894341662399109
"1923","F13105","2016",1,0,0,12,8,1,10,4,0,2,1,0,12,7,1,13,9,2,30.8600514264581,28.6438745509484,0.906884763899012,2.44372489618372,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,365.076982031,561.159431533784,155.049761886565,-1.26464205502127
"1924","F13105","2017",4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,5,4,2,28.7449693336435,28.6438745509484,0.906884763899012,0.111474783478007,2,1,0,3,0,0,2,0,0,2,2,0,1,1,0,1,1,0,711.518124388,561.159431533784,155.049761886565,0.969744751779881
"1925","F13107","1981",4,1,0,11,6,1,14,7,0,0,0,0,0,0,0,4,4,3,30.8601148899155,30.7439344139484,0.807778507741933,0.14382714426501,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,1,0,475.724343696,606.524777037595,136.078286399202,-0.961214583183947
"1926","F13107","1982",3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,30.6157153010316,30.7439344139484,0.807778507741933,-0.158730532798145,1,0,0,2,1,0,1,1,0,0,0,0,1,0,0,1,0,0,475.001818172,606.524777037595,136.078286399202,-0.966524214449294
"1927","F13107","1983",0,0,0,0,0,0,7,3,0,9,7,4,8,5,1,3,3,0,30.9753483797198,30.7439344139484,0.807778507741933,0.286481954587218,0,0,0,2,1,0,1,1,0,0,0,0,3,0,0,0,0,0,384.334242123,606.524777037595,136.078286399202,-1.63281402782199
"1928","F13107","1984",0,0,0,2,1,0,0,0,0,0,0,0,9,5,0,14,7,0,30.983878964649,30.7439344139484,0.807778507741933,0.297042504103536,4,2,0,2,1,0,5,1,0,1,1,0,0,0,0,0,0,0,536.927878859,606.524777037595,136.078286399202,-0.511447491148028
"1929","F13107","1985",2,0,0,7,5,5,0,0,0,0,0,0,5,1,0,5,2,0,30.6998168043154,30.7439344139484,0.807778507741933,-0.0546159735745818,0,0,0,3,0,0,3,1,0,4,1,1,0,0,0,2,0,0,663.441818581,606.524777037595,136.078286399202,0.418266889226048
"1930","F13107","1986",7,2,2,6,1,0,16,14,8,3,3,0,4,3,0,6,6,5,31.7919045364747,30.7439344139484,0.807778507741933,1.29734836032691,0,0,0,1,0,0,1,1,0,4,2,0,0,0,0,1,0,0,470.029494945,606.524777037595,136.078286399202,-1.00306438083861
"1931","F13107","1987",0,0,0,0,0,0,2,1,0,6,1,0,0,0,0,0,0,0,30.8839381946301,30.7439344139484,0.807778507741933,0.173319516847599,1,0,0,3,2,0,2,2,1,0,0,0,2,1,0,0,0,0,476.651817884,606.524777037595,136.078286399202,-0.954398843417214
"1932","F13107","1988",0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,30.1080309628498,30.7439344139484,0.807778507741933,-0.787225018992126,0,0,0,0,0,0,0,0,0,2,1,0,3,2,0,1,0,0,500.976969544,606.524777037595,136.078286399202,-0.775640333858685
"1933","F13107","1989",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,29.6160175621797,30.7439344139484,0.807778507741933,-1.39631946252396,1,1,0,3,2,0,2,0,0,0,0,0,1,1,1,0,0,0,712.546970203,606.524777037595,136.078286399202,0.779126457062934
"1934","F13107","1990",4,2,0,6,4,0,9,7,1,4,2,0,10,7,2,9,7,1,31.9170104308667,30.7439344139484,0.807778507741933,1.45222484341346,2,1,0,0,0,0,1,0,0,2,2,0,0,0,0,3,2,2,626.540909732,606.524777037595,136.078286399202,0.14709277449075
"1935","F13107","1991",2,1,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,30.4730752584544,30.7439344139484,0.807778507741933,-0.335313644641477,2,1,0,1,1,0,3,2,0,7,5,1,0,0,0,0,0,0,738.919697283,606.524777037595,136.078286399202,0.972932006631897
"1936","F13107","1992",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.2101443297098,30.7439344139484,0.807778507741933,-1.89877555485621,0,0,0,2,0,0,1,1,0,3,1,0,1,0,0,2,2,0,776.535455583,606.524777037595,136.078286399202,1.24935934339046
"1937","F13107","1993",0,0,0,4,3,0,12,5,0,3,0,0,7,3,0,3,0,0,31.5974259516834,30.7439344139484,0.807778507741933,1.05659104513793,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,373.244242863,606.524777037595,136.078286399202,-1.71431122736392
"1938","F13107","1994",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29.2813299379173,30.7439344139484,0.807778507741933,-1.8106503973715,2,0,0,1,0,0,3,3,1,1,0,0,0,0,0,3,2,1,820.893030148,606.524777037595,136.078286399202,1.57533033948951
"1939","F13107","1995",6,4,1,0,0,0,1,0,0,7,5,0,0,0,0,0,0,0,30.6592700827473,30.7439344139484,0.807778507741933,-0.104811319426888,0,0,0,2,2,1,0,0,0,3,3,2,0,0,0,1,0,0,705.825151736,606.524777037595,136.078286399202,0.729729755760563
"1940","F13107","1996",11,7,1,3,2,0,2,0,0,0,0,0,1,0,0,0,0,0,30.3608598459903,30.7439344139484,0.807778507741933,-0.474232186529589,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,553.610100801,606.524777037595,136.078286399202,-0.388854663273486
"1941","F13107","1997",0,0,0,0,0,0,2,0,0,0,0,0,5,2,0,4,0,0,29.5585534108224,30.7439344139484,0.807778507741933,-1.46745796250454,0,0,0,1,0,0,3,2,1,1,0,0,2,2,0,2,1,0,577.255858441,606.524777037595,136.078286399202,-0.215088824022451
"1942","F13107","1998",8,3,0,13,9,3,5,3,0,5,4,0,1,1,1,0,0,0,31.9717748246802,30.7439344139484,0.807778507741933,1.52002114312768,0,0,0,0,0,0,1,0,0,1,0,0,4,2,1,1,0,0,478.90090871,606.524777037595,136.078286399202,-0.937870924926221
"1943","F13107","1999",1,0,0,0,0,0,4,2,0,13,9,4,6,4,2,0,0,0,30.8367874861078,30.7439344139484,0.807778507741933,0.114948678715116,0,0,0,2,2,0,4,2,1,1,1,0,2,1,0,2,1,0,625.876667017,606.524777037595,136.078286399202,0.142211446744959
"1944","F13107","2000",10,6,1,3,2,0,7,3,0,2,2,0,0,0,0,1,0,0,31.1790073499064,30.7439344139484,0.807778507741933,0.538604248303445,0,0,0,1,1,0,2,1,0,0,0,0,3,0,0,0,0,0,454.228889147,606.524777037595,136.078286399202,-1.11917846645876
"1945","F13107","2001",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.3682525711307,30.7439344139484,0.807778507741933,-0.465080265465201,0,0,0,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,492.847575582,606.524777037595,136.078286399202,-0.835380900683222
"1946","F13107","2002",3,1,0,4,2,0,4,2,0,4,1,0,2,2,0,7,4,2,30.9938070875121,30.7439344139484,0.807778507741933,0.309333154037753,0,0,0,0,0,0,1,0,0,4,2,1,2,2,0,0,0,0,720.951818027,606.524777037595,136.078286399202,0.840891254712894
"1947","F13107","2003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.5915603240855,30.7439344139484,0.807778507741933,-1.42659662124988,5,3,0,1,0,0,4,1,0,1,0,0,1,1,0,2,1,0,884.140707108,606.524777037595,136.078286399202,2.04011923883276
"1948","F13107","2004",11,7,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,30.6447947963477,30.7439344139484,0.807778507741933,-0.122731190110307,1,0,0,1,1,0,0,0,0,1,1,0,4,3,1,0,0,0,762.101111165,606.524777037595,136.078286399202,1.14328551780116
"1949","F13107","2005",0,0,0,0,0,0,1,0,0,2,0,0,7,5,2,5,0,0,30.3997409347384,30.7439344139484,0.807778507741933,-0.426098832676424,2,0,0,3,3,0,3,1,0,3,2,1,0,0,0,2,1,1,770.321212333,606.524777037595,136.078286399202,1.20369266566812
"1950","F13107","2006",9,6,2,3,0,0,5,2,0,10,3,0,0,0,0,6,4,0,31.109951635385,30.7439344139484,0.807778507741933,0.453115820647183,0,0,0,3,2,1,1,1,0,1,1,0,0,0,0,1,1,0,472.057070732,606.524777037595,136.078286399202,-0.988164312351183
"1951","F13107","2007",3,0,0,1,0,0,0,0,0,15,9,3,1,0,0,5,3,0,31.3071897813088,30.7439344139484,0.807778507741933,0.697289370739652,0,0,0,1,1,1,3,2,0,2,1,0,1,0,0,0,0,0,560.573131489,606.524777037595,136.078286399202,-0.337685363069534
"1952","F13107","2008",0,0,0,7,3,0,2,0,0,4,3,1,2,0,0,3,1,0,30.8783341588082,30.7439344139484,0.807778507741933,0.166381927188835,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,2,1,0,510.621818367,606.524777037595,136.078286399202,-0.704763127228483
"1953","F13107","2009",0,0,0,3,1,0,1,0,0,2,0,0,0,0,0,2,1,0,30.324462775604,30.7439344139484,0.807778507741933,-0.519290417266677,3,2,1,0,0,0,2,1,0,3,1,0,2,1,0,0,0,0,721.233838366,606.524777037595,136.078286399202,0.842963740680072
"1954","F13107","2010",3,0,0,7,3,2,9,5,1,3,0,0,15,6,2,3,0,0,32.3284229236472,30.7439344139484,0.807778507741933,1.96153833571053,3,2,1,2,2,0,4,1,0,3,1,0,2,1,0,1,0,0,709.987677119,606.524777037595,136.078286399202,0.760318951826632
"1955","F13107","2011",12,9,5,14,6,0,4,1,0,16,7,0,9,5,0,1,0,0,32.1143609992653,30.7439344139484,0.807778507741933,1.69653756838343,0,0,0,2,1,0,1,1,0,1,1,0,1,0,0,1,0,0,520.376969432,606.524777037595,136.078286399202,-0.633075341299271
"1956","F13107","2012",3,2,0,2,1,1,5,3,2,0,0,0,0,0,0,2,0,0,30.3878478772503,30.7439344139484,0.807778507741933,-0.440821999205529,2,2,1,3,1,1,3,1,0,3,0,0,0,0,0,0,0,0,638.8234344,606.524777037595,136.078286399202,0.237353498615153
"1957","F13107","2013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29.1854245184177,30.7439344139484,0.807778507741933,-1.92937776951674,1,1,0,5,2,2,3,2,1,3,2,1,2,0,0,0,0,0,842.278586046,606.524777037595,136.078286399202,1.73248660933893
"1958","F13107","2014",2,1,0,0,0,0,0,0,0,4,2,0,7,3,2,10,8,1,31.1680418266033,30.7439344139484,0.807778507741933,0.525029334886016,3,2,0,2,1,0,0,0,0,1,0,0,2,1,0,0,0,0,550.551918826,606.524777037595,136.078286399202,-0.411328358790407
"1959","F13107","2015",3,1,0,7,2,0,2,0,0,1,0,0,1,0,0,1,0,0,30.8110108162993,30.7439344139484,0.807778507741933,0.0830381121905394,1,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,469.781777723,606.524777037595,136.078286399202,-1.00488478311259
"1960","F13107","2016",0,0,0,3,2,0,0,0,0,1,0,0,4,0,0,4,1,0,31.8096695789183,30.7439344139484,0.807778507741933,1.31934082765967,1,1,0,1,1,0,0,0,0,0,0,0,3,2,1,1,1,0,630.906121056,606.524777037595,136.078286399202,0.179171450960808
"1961","F13107","2017",2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,7,5,0,30.5226962061163,30.7439344139484,0.807778507741933,-0.273884741561805,3,1,1,2,0,0,2,2,1,2,1,0,2,2,1,0,0,0,756.395717152,606.524777037595,136.078286399202,1.10135822606364
"1962","F13109","1981",1,1,0,12,7,0,14,8,1,0,0,0,0,0,0,4,4,1,30.9169160882286,30.7855490549639,0.762821331223393,0.172212060528087,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,440.148400126,655.006204189189,163.451068119778,-1.31450841242432
"1963","F13109","1982",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,30.3812891215863,30.7855490549639,0.762821331223393,-0.529953629808963,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,531.317999768,655.006204189189,163.451068119778,-0.756729251414557
"1964","F13109","1983",0,0,0,0,0,0,7,2,1,12,9,6,10,6,1,4,3,0,30.4581074063674,30.7855490549639,0.762821331223393,-0.429250776287701,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,375.066800263,655.006204189189,163.451068119778,-1.71268017484626
"1965","F13109","1984",0,0,0,1,1,0,0,0,0,0,0,0,8,5,0,8,3,0,30.6758130417699,30.7855490549639,0.762821331223393,-0.143855459597536,4,2,1,1,0,0,2,1,0,0,0,0,2,0,0,1,0,0,613.231199508,655.006204189189,163.451068119778,-0.255581105475409
"1966","F13109","1985",2,0,0,8,5,5,0,0,0,0,0,0,4,1,0,5,3,0,30.6701482681606,30.7855490549639,0.762821331223393,-0.151281541403927,1,0,0,1,1,1,3,0,0,3,2,1,0,0,0,2,1,0,784.688400447,655.006204189189,163.451068119778,0.793400726893868
"1967","F13109","1986",8,7,2,10,6,0,19,13,7,4,2,1,6,3,0,8,6,6,32.0425669690837,30.7855490549639,0.762821331223393,1.64785364890602,0,0,0,0,0,0,2,2,0,3,2,0,0,0,0,1,0,0,435.990400276,655.006204189189,163.451068119778,-1.33994721743081
"1968","F13109","1987",0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,30.4396386789239,30.7855490549639,0.762821331223393,-0.453461855196449,1,0,0,4,4,0,1,1,1,1,0,0,3,2,0,0,0,0,644.362400944,655.006204189189,163.451068119778,-0.0651192027536303
"1969","F13109","1988",0,0,0,3,2,0,2,0,0,1,0,0,0,0,0,0,0,0,29.9899515251491,30.7855490549639,0.762821331223393,-1.04296707138327,0,0,0,0,0,0,0,0,0,3,2,1,4,3,0,1,0,0,658.406800277,655.006204189189,163.451068119778,0.0208049792939792
"1970","F13109","1989",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,29.4019374144596,30.7855490549639,0.762821331223393,-1.81380827183389,1,1,0,2,1,0,2,2,1,1,1,0,1,1,1,2,1,0,816.156799136,655.006204189189,163.451068119778,0.985925615540908
"1971","F13109","1990",3,1,0,5,4,0,9,6,1,3,2,0,13,8,3,11,5,2,31.8167289261196,30.7855490549639,0.762821331223393,1.35179737239641,1,0,0,1,0,0,1,1,0,2,0,0,0,0,0,2,2,1,525.169199212,655.006204189189,163.451068119778,-0.794347852667711
"1972","F13109","1991",1,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,30.5316763027855,30.7855490549639,0.762821331223393,-0.332807620588262,2,1,0,1,1,0,4,1,0,3,1,0,1,0,0,0,0,0,759.793598835,655.006204189189,163.451068119778,0.641093361158228
"1973","F13109","1992",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29.4811904281119,30.7855490549639,0.762821331223393,-1.70991367632591,1,0,0,2,2,0,1,0,0,3,2,1,1,1,0,1,1,0,793.233599335,655.006204189189,163.451068119778,0.845680586464672
"1974","F13109","1993",0,0,0,3,2,0,10,5,0,5,1,0,7,2,0,3,2,0,31.475356319469,30.7855490549639,0.762821331223393,0.904284183294628,1,1,0,2,0,0,1,1,0,1,1,0,1,0,0,1,0,0,435.452799066,655.006204189189,163.451068119778,-1.34323628256928
"1975","F13109","1994",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,29.4255886842893,30.7855490549639,0.762821331223393,-1.78280327910268,0,0,0,0,0,0,4,3,1,1,0,0,1,1,0,3,2,1,941.968401629,655.006204189189,163.451068119778,1.75564589904988
"1976","F13109","1995",8,2,0,0,0,0,0,0,0,6,3,0,0,0,0,4,2,0,30.6566278248248,30.7855490549639,0.762821331223393,-0.169005801046931,0,0,0,4,2,1,1,1,0,4,4,2,1,0,0,1,0,0,787.490401003,655.006204189189,163.451068119778,0.810543475413239
"1977","F13109","1996",13,7,2,3,0,0,2,0,0,0,0,0,1,0,0,1,0,0,30.6427710852416,30.7855490549639,0.762821331223393,-0.18717091916312,0,0,0,2,2,0,2,1,0,1,0,0,0,0,0,2,1,0,511.886799289,655.006204189189,163.451068119778,-0.875610092650546
"1978","F13109","1997",0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,5,1,0,29.7842763023791,30.7855490549639,0.762821331223393,-1.31259144389547,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,2,0,635.114000375,655.006204189189,163.451068119778,-0.121701277593439
"1979","F13109","1998",8,4,0,15,12,5,5,5,0,4,2,0,3,1,1,0,0,0,32.1480943418586,30.7855490549639,0.762821331223393,1.7861919051339,2,2,0,0,0,0,1,1,0,1,1,0,3,2,1,0,0,0,558.001600011,655.006204189189,163.451068119778,-0.593477945993621
"1980","F13109","1999",3,0,0,0,0,0,3,1,0,12,5,3,5,4,2,1,0,0,30.9502610778809,30.7855490549639,0.762821331223393,0.215924773174353,0,0,0,3,1,1,2,2,1,1,0,0,1,1,0,0,0,0,646.41479866,655.006204189189,163.451068119778,-0.0525625536010168
"1981","F13109","2000",10,6,0,3,2,0,7,4,1,2,1,0,0,0,0,1,1,0,31.2780654289411,30.7855490549639,0.762821331223393,0.645651024450739,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,431.643200148,655.006204189189,163.451068119778,-1.36654355710608
"1982","F13109","2001",3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.404870876644,30.7855490549639,0.762821331223393,-0.499039765588879,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,497.968400497,655.006204189189,163.451068119778,-0.960763398481503
"1983","F13109","2002",4,2,0,4,2,1,3,2,0,3,3,0,2,2,0,7,5,2,31.082634995502,30.7855490549639,0.762821331223393,0.389456781526583,0,0,0,2,1,0,3,1,0,2,1,0,4,1,0,0,0,0,820.36479985,655.006204189189,163.451068119778,1.01167032778051
"1984","F13109","2003",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0696293420377,30.7855490549639,0.762821331223393,-0.938515591558005,1,1,0,3,0,0,4,3,0,4,1,0,1,1,0,1,1,0,957.699601118,655.006204189189,163.451068119778,1.85188999014063
"1985","F13109","2004",11,7,2,0,0,0,0,0,0,2,0,0,0,0,0,3,1,0,30.7627295763596,30.7855490549639,0.762821331223393,-0.02991457851299,1,0,0,2,2,0,0,0,0,3,2,1,4,2,1,0,0,0,867.830799221,655.006204189189,163.451068119778,1.30206916039149
"1986","F13109","2005",0,0,0,0,0,0,1,0,0,2,2,0,6,6,3,4,0,0,30.6845891156404,30.7855490549639,0.762821331223393,-0.132350702833097,1,0,0,6,2,1,2,2,1,1,1,0,0,0,0,2,1,0,839.419600112,655.006204189189,163.451068119778,1.12824833783082
"1987","F13109","2006",8,5,0,2,0,0,4,2,0,10,5,0,0,0,0,5,3,1,31.3335795701068,30.7855490549639,0.762821331223393,0.718425786893021,0,0,0,1,1,0,1,0,0,2,2,0,2,0,0,0,0,0,483.116399255,655.006204189189,163.451068119778,-1.05162852045866
"1988","F13109","2007",1,0,0,1,0,0,0,0,0,11,7,1,0,0,0,4,2,0,31.0740345685378,30.7855490549639,0.762821331223393,0.378182284325065,0,0,0,1,1,1,4,2,1,2,1,0,1,0,0,1,0,0,632.102800202,655.006204189189,163.451068119778,-0.140123917516437
"1989","F13109","2008",0,0,0,4,0,0,2,0,0,4,2,1,4,1,0,2,0,0,30.886997589443,30.7855490549639,0.762821331223393,0.132991213442406,0,0,0,0,0,0,2,0,0,5,3,1,0,0,0,1,1,0,676.706799684,655.006204189189,163.451068119778,0.132765088319328
"1990","F13109","2009",0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,4,1,0,30.6601543523954,30.7855490549639,0.762821331223393,-0.16438279507385,3,2,0,1,0,0,2,2,0,1,0,0,0,0,0,1,1,0,725.484400165,655.006204189189,163.451068119778,0.431188347598708
