"","County","Quant90","Quant95","Quant99"
"90%189","F13085",23.055442867,32.1428393245,52.4682144592
"90%190","F13167",16.272749964,20.894852428,38.4868521685
"90%191","F13163",18.44605793,24.726681466,33.8156422148
"90%192","F37009",17.67328121,24.072671945,38.088593605
"90%193","F13103",18.954144859,25.6675218135,46.0724612425999
"90%194","F13173",16.509676974,22.003096245,38.4454614626001
"90%195","F13119",19.819365928,26.34892688,41.9522732259999
"90%196","F37021",15.676323467,21.428622448,38.9968060946999
"90%197","F37023",17.65318912,24.895608088,44.207073759
"90%198","F37111",19.0675666340001,25.496999996,46.6370303872
"90%199","F13271",17.535238064,24.786057118,43.0710220448
"90%200","F13105",18.351071359,27.4544822275,35.5049820958001
"90%201","F13185",15.549892272,22.6354601055,35.1049706013999
"90%202","F13263",19.997361974,26.5907871295,40.7637606424
"90%203","F37047",19.432271417,27.4332641975,47.4529372305
"90%204","F13139",21.467815318,29.11330765,48.3821660013999
"90%205","F13153",17.704131172,27.616622943,39.9102784456
"90%206","F13229",19.584714198,24.395265368,37.3755694565
"90%207","F13155",16.437075573,24.961132079,40.4312529715001
"90%208","F13181",20.034839526,27.7630064675,51.2508788202999
"90%209","F13183",19.32508767,26.06214021,40.436385982
"90%210","F13207",17.724285674,23.157428506,45.2515501896
"90%211","F13219",17.51322569,25.2031935694999,48.3248061968999
"90%212","F13225",19.395599928,27.431950084,45.6188099316001
"90%213","F13239",21.336846088,31.1695155300001,50.8463691516
"90%214","F13243",20.162421897,29.7184375505,48.2504030802
"90%215","F37033",18.365406201,24.2670078395,39.9942816736
"90%216","F37089",17.921114639,25.5363453154999,54.8634663172
"90%217","F13259",21.684276992,29.722033646,44.0727384156
"90%218","F13159",20.158856668,25.933018912,42.1758567104
"90%219","F13117",20.86719046,28.7880356575,45.568442829
"90%220","F37071",18.08568625,27.14784301,44.76015677
"90%221","F37177",21.463056148,32.545134951,49.6162740647998
"90%222","F37059",20.256249998,26.364400136,50.5749449662
"90%223","F13265",19.900071438,22.8740177625,41.8369927386002
"90%224","F13279",18.875711633,25.080192142,39.7405652515001
"90%225","F13285",19.46695642,30.75210151,42.685927681
"90%226","F13289",17.52195379,26.979846274,42.1201613292001
"90%227","F13223",19.91340915,28.9070456,57.062272785
"90%228","F13113",20.85211115,27.845040656,45.9178570537
"90%229","F13157",19.42715386,26.981615498,40.7184614035999
"90%230","F13287",20.062304335,30.1998258895,53.288458496
"90%231","F13031",16.795650011,26.263049997,42.0113982376
"90%232","F13187",23.806252394,32.486119063,51.4227954854
"90%233","F13255",20.381562455,25.9371093425,41.7018907899999
"90%234","F13281",22.57416665,28.715583294,53.4362499128
"90%235","F13319",18.69154545,26.0685681835,45.0933467704999
"90%236","F13177",19.625061304,27.9318163079999,49.1104165119999
"90%237","F13267",19.719342816,27.4329927785,44.3335463171
"90%238","F13197",21.55964695,28.57592148,43.3093175948
"90%239","F13039",16.5245179,24.350736754,40.327130546
"90%240","F37011",16.748378382,22.141108154,37.8390080159999
"90%241","F13045",21.879694474,28.752458257,49.7107305714
"90%242","F13129",21.07537034,30.618666589,54.8922000132
"90%243","F13241",22.252188672,31.380698124,52.7918451492
"90%244","F13175",17.436148688,22.963504288,40.2823421289
"90%245","F13251",16.323250031,25.9398907555,45.3386846652
"90%246","F13301",19.680365875,26.53548777,43.5519754105001
"90%247","F37141",21.691711772,28.80541261,55.1060757664001
"90%248","F13043",19.571102901,29.2458284505,45.0870110333
"90%249","F13071",18.834976003,25.668951793,38.9958445031
"90%250","F37035",17.64144071,27.209161055,41.6085390504
"90%251","F45015",18.012926558,24.545096076,37.6225808608
"90%252","F45037",18.645608122,24.9116013185,38.2289134132
"90%253","F45075",15.85452121,23.762672664,48.0092461446
"90%254","F13137",21.15619042,29.86083326,46.077976522
"90%255","F45071",19.925300124,25.367911074,36.4594957165
"90%256","F13165",17.794115432,23.96059625,42.7266231607999
"90%257","F13005",17.84600007,24.6509642435,41.6771906367
"90%258","F37119",19.546481542,27.2112987085,40.4021084831
"90%259","F37127",19.234307536,27.213200011,49.4254949187999
"90%260","F37115",15.926268698,20.6610074435,33.5930551988
"90%261","F37167",18.6342624,27.74162302,37.627541234
"90%262","F13191",18.490735336,25.373845599,40.5139338946999
"90%263","F13245",18.18191488,24.46808517,39.244268262
"90%264","F13317",19.409884022,26.713188292,41.5612348702
"90%265","F13079",18.004468,23.8160638,38.1474893870001
"90%266","F37055",19.38840688,27.31605639,46.580203359
"90%267","F13047",22.422695545,32.1529434929999,63.921856225
"90%268","F13067",18.731744589,26.0025957665,53.1829445863001
"90%269","F37195",18.577622604,27.5890471335,56.0678282014999
"90%270","F45063",18.05729729,24.79108091,40.495171158
"90%271","F13055",21.60530002,31.27310005,64.190670112
"90%272","F45069",18.2921919,23.41712343,41.7273975220001
"90%273","F37061",18.973327846,25.0696639345,46.2720193843999
"90%274","F45011",18.400450004,23.019569832,40.6055382158
"90%275","F13075",15.95371432,21.7142715385,32.9943115085
"90%276","F13209",19.67813881,26.045347195,40.8411250074999
"90%277","F13027",19.117632439,25.0446764555,41.6064235599999
"90%278","F13051",17.799735306,29.43679423,51.8563487547999
"90%279","F13061",20.517103396,29.174758658,49.1771035847999
"90%280","F13215",21.34281252,30.8937733025,44.1232656439999
"90%281","F13321",18.96810127,24.01113915,45.211823144
"90%282","F13025",17.089555642,26.416793607,39.058892125
"90%283","F45021",20.311417523,27.524055572,46.1439971538
"90%284","F37117",18.490695652,25.867562334,41.7659650007999
"90%285","F45067",18.431736127,25.630513904,42.3359834377
"90%286","F13237",17.516320029,24.8725989835,48.6571195896001
"90%287","F13257",20.840000096,28.455115217,42.1687848344
"90%288","F13011",20.701656356,26.925546868,41.7992656245
"90%289","F37183",19.362936464,24.042663472,40.6679713716001
"90%290","F37105",19.685076914,25.2489614345,39.5682923449
"90%291","F37015",17.793502818,26.148878448,44.1639551232
"90%292","F37159",18.567904112,26.3483766145,44.2389815895
"90%293","F37001",19.832716089,26.982214251,36.7078518948
"90%294","F13145",19.032727274,26.846727347,40.2374727798
"90%295","F13273",19.13364702,26.84482358,47.6052234524
"90%296","F13221",18.4493078,25.022115425,42.372423035
"90%297","F37123",18.074259674,27.307972684,35.9694234206
"90%298","F37179",17.27458331,25.68316667,37.835208338
"90%299","F37029",18.950488932,27.599822229,39.1571245408
"90%300","F45079",17.68535713,25.6970634,38.2154195462
"90%301","F37013",19.498503628,25.136064705,48.4792806359
"90%302","F13315",20.427196123,28.294284286,50.3408312813
"90%303","F45017",18.019881406,25.556941697,45.9491693766
"90%304","F13283",18.437035748,25.412819627,43.6290284951
