"","County","Quant90","Quant95","Quant99"
"90%51","F37175",27.678980329,45.7840090435,89.5587997838
"90%52","F37049",27.971789468,36.078035157,127.379147696
"90%53","F13089",26.205350021,34.909937602,71.3623896436
"90%54","F13311",32.658677227,45.604822715,69.6263937058999
"90%55","F13115",25.264189208,32.932716197,60.9326160583995
"90%56","F37065",30.366106586,40.56416018,113.374992392
"90%57","F13213",23.008148248,35.241481323,60.0738739924
"90%58","F37027",23.565565302,29.825101406,47.8325391971998
"90%59","F37147",31.022354256,40.74072913,112.7035666
"90%60","F45041",26.59836207,40.463491345,75.4156299499999
"90%61","F45081",20.09031426,31.275957199,67.6632426522
"90%62","F37103",27.918084528,38.541830972,132.211470848
"90%63","F13295",25.11501639,41.680245955,72.1432559458
"90%64","F13179",20.01857145,27.9351429799999,61.9664359256
"90%65","F45007",21.766660724,32.4946081185,50.1076242408
"90%66","F13161",18.719599973,33.9163555029999,65.6744154997
"90%67","F37067",25.34069228,33.1285769475,59.3634597994
"90%68","F37191",31.165747155,45.314281465,112.64441359
"90%69","F37017",28.320295505,40.9035947975,104.46396592
"90%70","F45047",18.434588234,29.8695036294999,68.3016791410001
"90%71","F37149",26.982444518,34.3162500769999,68.7181141423999
"90%72","F37121",17.165588225,26.379338425,48.257132209
"90%73","F37053",26.450206858,34.639448334,85.5639511451999
"90%74","F13107",20.052222217,32.0788990014999,55.9284605189
"90%75","F13127",25.979416714,35.5414999375,53.6642082452
"90%76","F45019",27.42353165,36.259411289,69.0907749495999
"90%77","F45091",23.764380909,34.308940426,58.2153342305002
"90%78","F45053",20.473678028,31.0989687739999,58.125887408
"90%79","F45013",24.233301902,36.744566146,64.1696816332
"90%80","F37109",22.513081638,33.081805992,58.0364714336
"90%81","F37087",19.552047574,31.26621433,57.6694974986003
"90%82","F45025",25.39155931,36.233601718,62.346434
"90%83","F45035",21.908790235,34.324518454,67.2061763735999
"90%84","F45027",24.19060602,38.63368686,63.5882071914999
"90%85","F45031",27.935718,38.387230746,75.8227333592
"90%86","F45033",25.955050874,36.965661,87.7091284434002
"90%87","F13049",20.42025669,28.5028230124999,57.1769094548001
"90%88","F37063",25.285902231,37.5076023959999,76.5010405344
"90%89","F13001",19.276281742,29.873154836,65.0331634996
"90%90","F45043",33.619772368,45.486008104,91.1724049418
"90%91","F37079",32.12605271,42.543026295,125.88579064
"90%92","F37101",25.345806726,40.2520672704999,91.4309148933
"90%93","F37129",32.933978289,50.8569219365,168.330965633
"90%94","F45049",21.402975606,28.89621946,60.912788704
"90%95","F37037",26.24086234,40.8990358169999,81.7879980823993
"90%96","F45057",25.043341558,31.001846352,62.5625070929995
"90%97","F45061",22.65892306,37.98830754,75.76284602
"90%98","F13233",23.642372147,35.127709302,69.6751859081002
"90%99","F13247",25.753160172,36.872699736,75.7938605519998
"90%100","F37153",29.089492976,43.441732343,85.6079209633999
"90%101","F37165",27.467826065,39.70271201,92.8921308684998
"90%102","F45065",18.731196458,33.167517859,63.408396595
"90%103","F45077",22.902702715,29.7463513925,57.646648659
"90%104","F45085",22.366755174,34.0704897525,71.1808276792
"90%105","F37057",25.27667494,33.74054992,59.4846849483999
"90%106","F45005",18.966482676,28.08775876,61.5814138072
"90%107","F37007",26.48139226,36.725443125,64.4036809790001
"90%108","F45001",18.6071066,28.5294266829999,66.6956707121
"90%109","F45089",26.09576642,36.18806575,84.9933211700001
"90%110","F45003",17.02031641,31.210917725,64.745379825
"90%111","F13057",25.339812486,37.205843605,65.1452476522001
"90%112","F45051",28.344191025,43.2191826755,92.1325820908999
"90%113","F13121",22.086958823,31.9539794695,71.4790572789001
"90%114","F13125",26.005999635,40.3996821015,80.3992776458999
"90%115","F13063",25.330099932,35.989350067,67.0327498830002
"90%116","F37161",24.50564707,32.7996470425,48.7178706655
"90%117","F13133",21.048896595,34.39246562,72.9512027830999
"90%118","F13123",25.466847492,38.306796383,63.2825998256001
"90%119","F13299",17.300748078,26.526862622,59.747598509
"90%120","F13147",26.588864867,39.138824068,69.695462321
"90%121","F37199",19.03458335,29.04708344,58.39937528
"90%122","F13231",21.292828605,32.2594143104999,70.6486172128
"90%123","F13227",26.86696995,38.041515375,59.0457876460001
"90%124","F13141",22.801199962,33.488535592,66.1988100915
"90%125","F13307",20.897643062,30.800785914,73.9049171268
"90%126","F37173",21.032025262,29.35082278,52.11773909
"90%127","F37091",24.870655751,35.9546721674999,111.608217992
"90%128","F37051",25.201742268,38.3079535589999,98.2493683282997
"90%129","F37193",20.94050874,28.949575418,46.1096245371998
"90%130","F37163",24.979370602,34.7091959,100.930990238
"90%131","F37137",29.350376428,42.1600704819999,121.853994812
"90%132","F37187",27.50317642,35.9859630275,126.082931959
"90%133","F37125",26.325547188,34.234679202,93.5621465352001
"90%134","F37155",24.38366194,33.34809857,82.75908442
"90%135","F37171",23.29874109,30.670982254,54.2758789643999
"90%136","F45029",19.6356444,28.1202222125,64.8848147775
"90%137","F37031",35.708729043,52.3209999385,117.670466073
"90%138","F45059",20.002207476,28.633257624,52.012798178
"90%139","F37005",24.173161362,33.583193697,63.3410905456002
"90%140","F13101",18.78398331,31.8701751065,78.7667324843997
"90%141","F37085",27.639882298,41.244705916,85.6359442679997
"90%142","F37093",27.105434042,39.8209623134999,92.2842530375
"90%143","F37143",27.684693816,34.784914305,108.387155136
"90%144","F13313",25.34975607,47.804341202,78.6199804075999
