"","County","Year","NumpptDays90","County1","NumpptDays95","County2","NumpptDays99","sumppt","Average","sd","Anomaly"
"3736","F13205","2016",1,"F13205",1,"F13205",0,597.244052759,625.265395829,144.445397629408,-0.193992633409422
"3737","F13205","2017",3,"F13205",1,"F13205",0,686.406526217,625.265395829,144.445397629408,0.423281955613877
"3738","F13207","1981",1,"F13207",0,"F13207",0,416.578571771,547.426643306432,144.34279611598,-0.906509192397072
"3739","F13207","1982",2,"F13207",0,"F13207",0,534.018392673,547.426643306432,144.34279611598,-0.0928917202259185
"3740","F13207","1983",0,"F13207",0,"F13207",0,446.424642834,547.426643306432,144.34279611598,-0.699737037041161
"3741","F13207","1984",3,"F13207",2,"F13207",1,540.523749878,547.426643306432,144.34279611598,-0.0478229161009596
"3742","F13207","1985",1,"F13207",1,"F13207",0,526.14428576,547.426643306432,144.34279611598,-0.147443156978419
"3743","F13207","1986",2,"F13207",0,"F13207",0,475.644285668,547.426643306432,144.34279611598,-0.497304746547621
"3744","F13207","1987",1,"F13207",0,"F13207",0,378.178928341,547.426643306432,144.34279611598,-1.17254008873045
"3745","F13207","1988",0,"F13207",0,"F13207",0,460.538393059,547.426643306432,144.34279611598,-0.601957649328182
"3746","F13207","1989",2,"F13207",2,"F13207",0,753.660714664,547.426643306432,144.34279611598,1.42877979994137
"3747","F13207","1990",2,"F13207",2,"F13207",0,437.334821415,547.426643306432,144.34279611598,-0.762710885848249
"3748","F13207","1991",1,"F13207",0,"F13207",0,481.020000138,547.426643306432,144.34279611598,-0.460062053357165
"3749","F13207","1992",0,"F13207",0,"F13207",0,667.944999565,547.426643306432,144.34279611598,0.834945418140095
"3750","F13207","1993",1,"F13207",0,"F13207",0,361.081785187,547.426643306432,144.34279611598,-1.29098828021665
"3751","F13207","1994",0,"F13207",0,"F13207",0,962.083571379,547.426643306432,144.34279611598,2.87272340033782
"3752","F13207","1995",1,"F13207",1,"F13207",0,548.173035738,547.426643306432,144.34279611598,0.00517097113019619
"3753","F13207","1996",0,"F13207",0,"F13207",0,490.199464004,547.426643306432,144.34279611598,-0.396467165957143
"3754","F13207","1997",1,"F13207",0,"F13207",0,585.283393032,547.426643306432,144.34279611598,0.262269754668945
"3755","F13207","1998",1,"F13207",0,"F13207",0,482.959999973,547.426643306432,144.34279611598,-0.44662182712349
"3756","F13207","1999",0,"F13207",0,"F13207",0,448.324107117,547.426643306432,144.34279611598,-0.686577639176416
"3757","F13207","2000",0,"F13207",0,"F13207",0,406.800000043,547.426643306432,144.34279611598,-0.974254670461269
