"","County","Quant90","Quant95","Quant99"
"90%38","F13003",35.7311876102369,36.6303253563083,37.9695227284334
"90%39","F13201",36.2653797616764,36.9289634821366,37.8689161736625
"90%40","F13081",36.0456395500585,36.76162890886,37.5970679574264
"90%41","F13069",35.7466064500808,36.6527387499809,37.9496146035194
"90%42","F13017",35.4910887612237,36.4063541730245,37.3243289269341
"90%43","F13053",35.171944755978,35.8209847874111,37.0969393719567
"90%44","F13149",34.8170066833496,35.4869112565782,36.5720435943603
"90%45","F37145",33.753777597821,34.6229167635479,36.0099452954247
"90%46","F37181",33.8815288204617,34.9340079498291,36.228191122267
"90%47","F13217",34.7746804772354,35.6940963419473,36.589538657956
"90%48","F37107",34.5246447727598,35.2552860720404,36.5614585876465
"90%49","F37045",33.7793104798047,34.7362411299748,35.9860322121008
"90%50","F45087",35.1308947692046,36.0259756474881,37.1052290009164
"90%51","F37175",29.3660197292055,30.1170615332467,31.0782611543792
"90%52","F37049",34.0750727168301,34.7779338016845,36.3813039575543
"90%53","F13089",33.9267550373077,34.6529113197327,35.8597777872085
"90%54","F13311",31.5140515850436,32.3586920276765,33.5835779503853
"90%55","F13115",34.1383092983349,34.8099702628883,36.2466423318193
"90%56","F37065",34.312006632487,35.2950346171061,36.7660508427938
"90%57","F13213",33.1260351781492,33.813481341468,34.9691608577305
"90%58","F37027",32.151876692841,32.8866317334382,34.432537799227
"90%59","F37147",34.4550634185473,35.3352817237377,36.9476300787926
"90%60","F45041",34.9874379947268,35.9525831403404,37.664565670408
"90%61","F45081",35.6130459322248,36.5680414935521,37.6692821791512
"90%62","F37103",34.1237493380694,34.8862754472545,36.2451518238766
"90%63","F13295",33.1076916897883,33.7842198153011,35.0130274219201
"90%64","F13179",35.599114069863,36.3842604531182,37.7770484524682
"90%65","F45007",34.6036571707045,35.5300397225789,36.4617199999945
"90%66","F13161",35.6677066294352,36.6311867565579,37.9001227501763
"90%67","F37067",33.152524725107,33.9637738594642,35.4080310475276
"90%68","F37191",34.7612597980719,35.566578801473,36.8484499819525
"90%69","F37017",34.3357446439338,35.1542248220154,36.6208191085584
"90%70","F45047",35.1409794022056,35.9837432103999,37.0303364714454
"90%71","F37149",33.069163719813,33.8754776318868,35.0021585358514
"90%72","F37121",28.0388882580925,28.7205750633689,30.0010169954861
"90%73","F37053",31.617915472491,32.7153474100705,34.5065346711258
"90%74","F13107",35.9700656967934,36.8482216440066,38.2273411047579
"90%75","F13127",35.0281233851115,35.9681733067831,37.1748967533112
"90%76","F45019",33.8388683801965,34.6093645651129,36.3076651015463
"90%77","F45091",34.3975679379418,35.2075841122582,36.4608567330497
"90%78","F45053",35.3543344259262,36.246005487442,37.8768125557899
"90%79","F45013",34.1951283382919,35.0838368703734,36.62352484901
"90%80","F37109",33.7385736115125,34.5881458905279,36.0509379476431
"90%81","F37087",27.8328154813675,28.6123797700519,29.5967923777444
"90%82","F45025",35.3762543047889,36.1912063630961,37.8380319136281
"90%83","F45035",35.1258419931671,36.1606512399367,37.4892671952424
"90%84","F45027",35.5552171418161,36.5363828042541,38.0862432807383
"90%85","F45031",35.3279408283722,36.1819632554666,37.8647919640174
"90%86","F45033",34.9575544066348,35.7674727811652,37.4131349983862
"90%87","F13049",35.8081947866795,36.7132721774346,38.0725587976506
"90%88","F37063",33.9216457020153,34.8437331893227,36.1712006750974
"90%89","F13001",35.8130703455965,36.7225407882476,38.0024051488957
"90%90","F45043",34.0832974875846,35.1078771839297,36.6369130957999
"90%91","F37079",34.7237868459601,35.5575790756627,37.1444033271388
"90%92","F37101",34.3843058802501,35.3293432075436,36.6325233337658
"90%93","F37129",33.270703291893,34.0706891089678,35.9741168320179
"90%94","F45049",35.7018706949746,36.6981677404264,38.144193213393
"90%95","F37037",33.9576900482178,34.9400275536634,36.3370553336888
"90%96","F45057",34.7831559809242,35.603967534042,37.3250013156053
"90%97","F45061",35.2297863886906,36.2307683944702,38.1170376545833
"90%98","F13233",33.9271673956583,34.5716754735902,35.7205254825326
"90%99","F13247",34.5687449455261,35.3548801136017,36.2596829357147
"90%100","F37153",35.1603295876946,36.1395413546495,37.4973057260648
"90%101","F37165",35.3049913406372,36.1743316608926,37.7360947169428
"90%102","F45065",35.3709499291012,36.2887731994901,37.478868661608
"90%103","F45077",33.5781406015963,34.3434086967159,35.3063173203855
"90%104","F45085",35.2939184578098,36.4181126594544,38.0754464468664
"90%105","F37057",33.7728976869583,34.5214648628235,36.127360704422
"90%106","F45005",35.8468376948916,36.8427378786021,38.2300584266926
"90%107","F37007",35.2377709062793,36.1651765412922,37.6269373925125
"90%108","F45001",34.8554227345784,35.7690033060709,36.807099500529
"90%109","F45089",35.044913229281,35.9316374980621,37.6282149291212
"90%110","F45003",35.6725411403028,36.7427336209937,37.8448535286626
"90%111","F13057",33.1541939198971,33.8738711208105,34.9274713361264
"90%112","F45051",33.9169433790638,34.8888699833039,36.2989576292961
"90%113","F13121",33.6798946328359,34.3843046867684,35.5420771632782
"90%114","F13125",35.2942774685946,36.2311521530151,37.5238902958957
"90%115","F13063",34.4462150001525,35.0811972522735,36.2680273990631
"90%116","F37161",33.5230424948299,34.5609153803657,35.597413787393
"90%117","F13133",35.1737845782576,36.0791097049055,37.3697928435227
"90%118","F13123",31.6892017946405,32.388051614923,33.2907492252932
"90%119","F13299",35.97070380058,36.8532763648579,38.297196958702
"90%120","F13147",34.1779676282728,35.1703904538541,36.2276838416023
"90%121","F37199",27.6384604612986,28.2506478905678,29.5799310998122
"90%122","F13231",34.5967683955601,35.3541969135829,36.3355275780814
"90%123","F13227",32.2914635918357,32.920186363567,34.0959542575027
"90%124","F13141",35.4200743375506,36.2735470363072,37.7109698431832
"90%125","F13307",35.3612284796579,36.0712125778198,37.0438763059889
"90%126","F37173",28.7627873191351,29.5718164528473,30.3646777488612
"90%127","F37091",33.9444475517898,34.9879030853021,36.4449803799489
