"","County","Year","NumTempDays90","County1","NumTempDays95","County2","NumTempDays99","meantemp","Average","sd","Anomaly"
"1","F13001","1981",1,"F13001",1,"F13001",0,31.3815623089644,31.0714984969782,0.71333780628678,0.434666169735443
"2","F13001","1982",3,"F13001",1,"F13001",0,30.9082754131336,31.0714984969782,0.71333780628678,-0.228815972469301
"3","F13001","1983",0,"F13001",0,"F13001",0,31.1681004323918,31.0714984969782,0.71333780628678,0.135422424778644
"4","F13001","1984",0,"F13001",0,"F13001",0,31.0872062868818,31.0714984969782,0.71333780628678,0.0220201281428526
"5","F13001","1985",2,"F13001",0,"F13001",0,31.0372779474474,31.0714984969782,0.71333780628678,-0.0479724321761397
"6","F13001","1986",8,"F13001",6,"F13001",2,32.2606905105285,31.0714984969782,0.71333780628678,1.66708115435589
"7","F13001","1987",0,"F13001",0,"F13001",0,31.2055269413321,31.0714984969782,0.71333780628678,0.187889164394082
"8","F13001","1988",0,"F13001",0,"F13001",0,30.7324425010541,31.0714984969782,0.71333780628678,-0.475309163394892
"9","F13001","1989",2,"F13001",1,"F13001",0,30.333756276164,31.0714984969782,0.71333780628678,-1.03421158154298
"10","F13001","1990",5,"F13001",4,"F13001",1,32.5038338221441,31.0714984969782,0.71333780628678,2.00793412678035
"11","F13001","1991",0,"F13001",0,"F13001",0,30.9051202590379,31.0714984969782,0.71333780628678,-0.233239057952562
"12","F13001","1992",0,"F13001",0,"F13001",0,29.9436214011794,31.0714984969782,0.71333780628678,-1.58112620116106
"13","F13001","1993",0,"F13001",0,"F13001",0,31.6374291227554,31.0714984969782,0.71333780628678,0.793355715608474
"14","F13001","1994",0,"F13001",0,"F13001",0,29.8691551654673,31.0714984969782,0.71333780628678,-1.6855174657987
"15","F13001","1995",6,"F13001",1,"F13001",0,30.8827627864412,31.0714984969782,0.71333780628678,-0.264581112726127
"16","F13001","1996",10,"F13001",5,"F13001",2,30.8583907556913,31.0714984969782,0.71333780628678,-0.298747296734751
"17","F13001","1997",0,"F13001",0,"F13001",0,30.2232641526986,31.0714984969782,0.71333780628678,-1.18910611046269
"18","F13001","1998",10,"F13001",4,"F13001",1,32.2642467159182,31.0714984969782,0.71333780628678,1.67206645775412
"19","F13001","1999",0,"F13001",0,"F13001",0,31.0104233692266,31.0714984969782,0.71333780628678,-0.0856188010972272
"20","F13001","2000",10,"F13001",4,"F13001",1,31.2660824414491,31.0714984969782,0.71333780628678,0.272779520103902
"21","F13001","2001",3,"F13001",3,"F13001",0,30.4243462112004,31.0714984969782,0.71333780628678,-0.907217141828668
"22","F13001","2002",6,"F13001",3,"F13001",0,31.212062681371,31.0714984969782,0.71333780628678,0.19705135933348
"23","F13001","2003",1,"F13001",0,"F13001",0,30.2381038779652,31.0714984969782,0.71333780628678,-1.1683028877317
"24","F13001","2004",10,"F13001",6,"F13001",0,30.8938730082772,31.0714984969782,0.71333780628678,-0.249006133048867
"25","F13001","2005",0,"F13001",0,"F13001",0,30.87428032235,31.0714984969782,0.71333780628678,-0.276472342963097
"26","F13001","2006",6,"F13001",4,"F13001",0,31.3744735211152,31.0714984969782,0.71333780628678,0.424728678988869
"27","F13001","2007",0,"F13001",0,"F13001",0,31.1621780490408,31.0714984969782,0.71333780628678,0.12712007027164
"28","F13001","2008",0,"F13001",0,"F13001",0,30.5714507797928,31.0714984969782,0.71333780628678,-0.70099707709083
"29","F13001","2009",0,"F13001",0,"F13001",0,30.3512625524914,31.0714984969782,0.71333780628678,-1.00967022655913
"30","F13001","2010",1,"F13001",0,"F13001",0,32.646311859813,31.0714984969782,0.71333780628678,2.2076684411728
"31","F13001","2011",14,"F13001",10,"F13001",5,32.3059118183858,31.0714984969782,0.71333780628678,1.73047511365366
"32","F13001","2012",6,"F13001",2,"F13001",0,30.8103384069336,31.0714984969782,0.71333780628678,-0.366109980072438
"33","F13001","2013",0,"F13001",0,"F13001",0,29.8649029251409,31.0714984969782,0.71333780628678,-1.69147851298968
"34","F13001","2014",1,"F13001",0,"F13001",0,31.3723832792982,31.0714984969782,0.71333780628678,0.421798451824939
"35","F13001","2015",5,"F13001",1,"F13001",0,31.368890302282,31.0714984969782,0.71333780628678,0.416901785777787
"36","F13001","2016",0,"F13001",0,"F13001",0,31.9721797972607,31.0714984969782,0.71333780628678,1.26262941953258
